Gene_Symbol
LOC196549
LOC196752
LOC285900
LOC285908
LOC338758
LOC338799
LOC339123
LOC341457
LOC346950
LOC388532
LOC388621
LOC388720
LOC388789
LOC389787
LOC401206
LOC401397
LOC402057
LOC402644
LOC440567
LOC440737
LOC441246
LOC442454
LOC642197
LOC642210
LOC642236
LOC642250
LOC642255
LOC642989
LOC643007
LOC643031
LOC643284
LOC643997
LOC644162
LOC644590
LOC644774
LOC644863
LOC645058
LOC645317
LOC645688
LOC646200
LOC646434
LOC646483
LOC646766
LOC646849
LOC646900
LOC647037
LOC647340
LOC647361
LOC647673
LOC648000
LOC648622
LOC648638
LOC649548
LOC650276
LOC650518
LOC651064
LOC651202
LOC651881
LOC652489
LOC652864
LOC653103
LOC653147
LOC653377
LOC653505
LOC653658
LOC653702
LOC653773
LOC653972
LOC654121
LOC654194
LOC728417
LOC728492
LOC728653
LOC729466
LOC730994
LOC731365
LOC731640
LPP
LRCH4
LSM1
LSM14A
LSM3
LSM5
LSS
LTV1
LXN
LY96
LYK5
LYPLAL1
LYRM5
LZTR1
MAGOH
MAP2K1IP1
MAP4K2
MAP4K5
MAPK7
MAPK8IP3
MARCH6
MAST3
MAZ
MBD6
MCEE
MDH1
MED12
MED15
MED28
MED6
MEF2D
METAP2
METTL5
MFSD10
MFSD3
MGAT1
MGAT4A
MICAL1
MITD1
MKI67IP
MKKS
MKL1
MLL5
MLLT6
MMS19L
MNT
MPDU1
MPHOSPH1
MPHOSPH10
MRFAP1L1
MRLC2
MRPL13
MRPL17
MRPL18
MRPL21
MRPL22
MRPL24
MRPL3
MRPL32
MRPL33
MRPL35
MRPL36
MRPL39
MRPL40
MRPL42
MRPL48
MRPL50
MRPL51
MRPS17
MRPS18C
MRPS21
MRPS22
MRPS23
MRPS28
MRPS31
MRPS33
MSH6
MTCP1
MTERFD1
MTIF2
MTIF3
MTX2
MUS81
MUTED
MXD4
MYB
MYL6
MYO9B
MZF1
Magmas
NACA
NAE1
NAGPA
NARFL
NAT5
NBEAL2
NCK1
NDST2
NDUFA1
NDUFA4
NDUFA8
NDUFA9
NDUFAB1
NDUFAF2
NDUFB2
NDUFB3
NDUFB6
NDUFS3
NDUFS4
NDUFS5
NFAT5
NFU1
NGDN
NICN1
NISCH
NME1
NOL12
NOLA3
NPEPL1
NRBP2
NSMCE2
NSUN5
NSUN5C
NUCB2
NUP37
NUP88
NXF1
OBFC1
OCIAD2
OMA1
ORC3L
OSBPL7
OSCAR
PABPN1
PAK1IP1
PARL
PAX7
PCM1
PCMT1
PCMTD1
PCNXL3
PCSK7
PDCD10
PDCD4
PDCL3
PFDN5
PHACTR2
PHF1
PI4KAP2
PIGF
PIGP
PIK3CD
PITPNM1
PLA2G4B
PLCB2
PLEKHB2
PLRG1
PMPCB
PNPLA6
PNRC2
POFUT2
POLB
POLE4
POLG
POLR2C
POLR3C
POLR3GL
POLRMT
POMP
POU2F1
PPA1
PPBP
PPCS
PPHLN1
PPIG
PPIL3
PPIL5
PPM1M
PPP2R3C
PPP2R5C
PPTC7
PPWD1
PRDX1
PRICKLE4
PRIM1
PRMT1
PRPF18
PRPF38A
PRR14
PSCD1
PSD4
PSMA2
PSMA3
PSMA4
PSMA6
PSMB1
PSMB7
PSMC2
PSMC6
PSMD14
PSMD6
PSME3
PSMG1
PTOV1
PTPN6
PTPRE
PTRH2
PWP1
PXMP4
RAB11A
RAB21
RAB40C
RABGGTB
RABL3
RAD21
RAD51C
RANBP3
RAPGEF1
RARS
RASSF1
RB1CC1
RBBP8
RBM10
RBM18
RBM34
RBX1
RDH14
RDH5
REEP5
REXO1
RGL2
RGS14
RHBDD2
RHOT2
RIC8A
RIOK2
RIT1
RNUXA
ROCK1
RPA3
RPAIN
RPAP3
RPL11
RPL17
RPL21
RPL23
RPL24
RPL26
RPL26L1
RPL31
RPL34
RPL35
RPL35A
RPL36AL
RPL39
RPL41
RPL5
RPL6
RPL7
RPS12
RPS17
RPS20
RPS24
RPS25
RPS27
RPS27A
RPS27L
RPS3A
RPS7
RRP15
RSRC1
RTCD1
RTN2
RWDD1
RY1
RYBP
S100A12
S100A8
SAFB2
SAR1B
SBF1
SCFD1
SCO1
SDCCAG10
SEC11A
SEC11C
SEC61A1
SEC61G
SEDLP
SELK
SELO
SENP6
SERTAD1
SET
SETMAR
SF3B14
SF3B2
SFRS14
SFRS17A
SGSM2
SGSM3
SH2D1A
SHFM1
SIGLECP16
SIPA1
SKIV2L
SKIV2L2
SLC12A9
SLC30A9
SLC35A1
SLC38A10
SLC5A6
SLMAP
SLU7
SMARCC2
SMC3
SNAPC4
SNHG5
SNORA70
SNORD33
SNORD56
SNRK
SNRP70
SNRPB2
SNRPD2
SNRPG
SNTB2
SNX2
SOD1
SOLH
SPAG7
SPG7
SPSB3
SRBD1
SRF
SRGN
SRP14
SRP14P1
SRP19
SRRM2
SS18L2
SSB
SSBP1
SSH3
STK11IP
STK17B
STK25
STX7
STX8
SUB1
SUCLG1
SULT1A3
SUMO2
SURF4
SYF2
Selenoprotein 15
TAF1
TAF12
TAF1C
TAF6L
TATDN1
TAX1BP1
TBC1D10C
TBC1D15
TBC1D20
TBC1D3B
TBC1D3G
TBCA
TBCD
TBXAS1
TCEAL4
TCEAL8
TCEB1
TCF25
TCIRG1
TCTEX1D2
TEGT
TESK1
TFB2M
THADA
THAP1
THEM2
THOC7
THYN1
TIMM23
TINP1
TIPRL
TM2D3
TM9SF3
TMBIM4
TMCO1
TMEM115
TMEM126A
TMEM126B
TMEM175
TMEM184B
TMEM4
TMEM59
TMEM60
TMEM63A
TMEM97
TMSB10
TMUB1
TMUB2
TNFRSF14
TNFSF10
TNK2
TNPO2
TOMM7
TOP3B
TPRKB
TRABD
TRAPPC4
TRIM11
TRIM28
TRIP4
TRPC4AP
TRPT1
TRPV2
TSPAN32
TTC17
TTC31
TTF1
TTLL3
TUBB2C
TUBGCP2
TUBGCP6
TXN
TXNDC17
TXNDC9
TXNL2
TYK2
TYSND1
TYW3
UBA7
UBC
UBE2E1
UBE2G1
UBE2V2
UBE3A
UBL5
UBR4
UCHL3
UFC1
UNC50
UPF3B
UQCRB
UQCRC2
UQCRH
UQCRQ
USP11
USP16
USP21
UTP6
VAMP7
VARS2
VBP1
VDAC3
VPS16
VPS29
VPS39
VPS52
VPS8
VRK1
WBP4
WDR12
WDR33
WDR6
WDR61
WDR75
WTAP
XYLT2
YEATS4
ZAP70
ZBTB20
ZBTB48
ZC3H15
ZC3H3
ZCCHC17
ZCCHC7
ZCCHC9
ZDHHC8
ZFAND6
ZFYVE19
ZMAT2
ZNF146
ZNF17
ZNF20
ZNF23
ZNF282
ZNF302
ZNF319
ZNF324
ZNF350
ZNF562
ZNF598
ZNF613
ZNF622
ZNF692
ZNF700
ZNF701
ZNF76
ZNF770
ZNF816A
ZNHIT3
ZSCAN16
ZUFSP
